station_name	lat	lng	formatted_address
Talawa	8.231835499999999	80.3483176	Thalawa Railway Station, Talawa, Sri Lanka
Talawakele	6.9400593	80.6610578	Talawakele Railway Station, A7 Tawalantenne - Talawakele Road, Talawakelle, Sri Lanka
Talawattegedara	7.387866285989671	80.30150553645588	
Tawalanoya	7.4315095930387285	80.63093126350543	
Tellipallai	9.7848963	80.03513219999999	Tellippalai Railway Station, Vallai-Tellippalai-Araly Rd, Tellippalai 40000, Sri Lanka
Telwatte	6.169107599999999	80.0889963	Telwatta Railway Station, Telwatta, Sri Lanka
Tembligala	7.133304603027315	80.55923376577115	
Thachanthoppu	9.657421893196002	80.10870822102235	
Thalpe	5.998461199999999	80.28013589999999	Talpe Railway Station, Talpe, Sri Lanka
Thambagalla	7.676365155923865	80.34355945337937	
Thambuttegama	8.1543008	80.3038117	Thambuttegama Railway Station, Tambuttegama, Sri Lanka
Thampalakamam	8.4984498	81.09546569999999	Tambalagamuwa, Sri Lanka
Thandikulam	8.7783345	80.4848957	Thandikulam, Kovil Rd, Vavuniya, Sri Lanka
Thiiruketheeswaram	8.9107566	79.9519054	Thiruketheeswaram Railway Station, A14, Thiruketheeswaram, Sri Lanka
Thilladiya	8.00485541384993	79.83743191508212	
Thiranagama	6.1222441	80.1144585	Thiranagama, Hikkaduwa, Sri Lanka
Thoddaveli	9.025320599999999	79.86732740000001	Thoddaveli, Mathottam, Sri Lanka
Thuruliyagama	7.541376740445315	80.37149888108632	
Timbiriyagedara	7.781866378489874	80.29769026939	
Tismalpola	7.321627200000001	80.3428352	Tismalpola Railway Station, Rambukkana, Sri Lanka
Train Halt 01	6.632533599999999	79.9403282	Train Halt 01, Wadduwa, Sri Lanka
Trincomalee	8.5844423	81.22615189999999	Trincomalee Railway Station, Trincomalee, Sri Lanka
Tudella	7.0929636	79.8909473	Tudella Railway Station, Christ King Rd, Ja-Ela, Sri Lanka
Tummodara	7.390442200000001	79.85897	Thummodara Railway Station, Thummodara Railway station, Sri Lanka
Udatalawinna	7.339515	80.6512812	Uda Thalawinna Railway Station, Sri Lanka
Udaththawala	7.431791526858454	80.6308861687426	
Udhamulla	6.8622291	79.90879609999999	Udahamulla Railway Station, Nugegoda, Sri Lanka
Udugodagama	7.629203	80.348363	
Uduwara	6.931507099999999	81.0421193	Uduwara Railway Station, Sri Lanka
Uggalla	6.862546	80.11404279999999	Uggalla Sub Railway Station, Pahathgama - Diddeniya Rd, Padukka, Sri Lanka
Ukuwela	7.420309499999999	80.63411239999999	Ukuwela Railway Station, B462, Ukuwela 21300, Sri Lanka
Ulapane	7.1083411	80.55969329999999	Ulapane Railway Station, Ulapane, Sri Lanka
Unawatuna	6.0219615	80.2491456	Unawatuna Railway Station, Unawatuna, Sri Lanka
Uyangalla	7.7117784	80.33586679999999	Hiriyala Sub Station, Sri Lanka
Valachchenei	7.9102777	81.5318128	Valaichchena Railway Station, Batticaloa-Thirukkondiadimadu-Trincomalee Hwy, Sri Lanka
Vandaramullai	7.804000277182771	81.58093186449874	
Vavuniya	8.7537264	80.4936176	Vavuniya, Vavuniya, Sri Lanka
Veyangoda	7.1528524	80.0586618	Veyangoda, Veyangoda 11100, Sri Lanka
Viralmurippuwa	8.4749572	80.4351629	Medagama Sub Railway Station, Sri Lanka
Wadduwa	6.6627573	79.9285841	Wadduwa Railway Station, Wadduwa, Sri Lanka
Waga	6.901008699999999	80.1270837	Waga, Kaluaggala-Labugama Road, Waga, Sri Lanka
Waikkala	7.277383599999999	79.86019309999999	Waikkala Railway Station, 166 Chilaw - Colombo Main Rd, Waikkal, Sri Lanka
Walahapitiya	7.4394672	79.85914439999999	Walahapitiya Railway Station, Sri Lanka
Walaswewa	7.833471	80.263376	
Walgama	5.9454007	80.5141908	Walgama Railway Station, Matara, Sri Lanka
Walpola	7.0472841	79.93111069999999	Walpola, Ragama, Sri Lanka
Wanawasala	6.975663399999999	79.8992086	Wanawasala Railway Station, Wattala, Sri Lanka
Wandurawa	7.167609700000001	80.06606339999999	Wadurawa Railway Station, Veyangoda, Sri Lanka
Watagoda	6.9689845	80.65287169999999	Watagoda, Tawalantenne - Talawakele Rd, Watagoda, Sri Lanka
Wataraka	6.8431563	80.0600164	Watareka Railway Station, Padukka, Padukka Road, Watareka, Sri Lanka
Watawala	6.961998299999999	80.5260086	Watawala Railway Station, Watawala Station Rd, Sri Lanka
Wattegama	7.3506146	80.6826305	Wattegama Railway Station, Wattegama, Sri Lanka
Weligalla	7.1889418	80.5930611	Weligalla Railway Station, Sri Lanka
Weligama	5.9756006	80.42965029999999	Weligama Railway Station, Weligama, Sri Lanka
Welikanda	7.947087600000001	81.2504335	Welikanda, Welikanda, Sri Lanka
Wellawa	7.558559031602745	80.36666758079717	
Wellawatta	6.874971599999999	79.85743339999999	Wellawatte Station Rd, Colombo, Sri Lanka
Weragala	7.719172	80.33273	
Wijayarajadahana	7.2307511	80.1184852	Wijayarajadahana Railway Station, 38,Pohonnaruwa,Mirigama, Sri Lanka
Wilwatte	7.25636	80.135215	
Wlakubura	7.314919776348513	80.26935479142688	
Yagoda	7.0746951	79.97384939999999	Yagoda, Sri Lanka
Yapahuwa	7.8286107	80.30801579999999	R8H5+C6R, Kurunegala, Sri Lanka
Yatagama	7.3184986	80.3643465	Yatagama Railway Station, Rambukkana, Sri Lanka
Yatawara	7.375504299999999	80.668758	9MG9+6G2, Yatawara, Sri Lanka
Yatirawana	7.3506146	80.6826305	Wattegama Railway Station, Wattegama, Sri Lanka
Yattalgoda	7.270550399999999	80.1945526	Yaththalgoda, Yaththalgoda Road, Sri Lanka
